time	sip	dip	port	protocol	up_length	down_length
2015-04-23 23:54:30.201	10.56.148.233	10.49.21.120	3306	mysql	1015	84904
2015-04-23 23:54:31.147	10.56.115.14	123.125.115.85	80	unknown	0	0
2015-04-23 23:54:31.147	10.56.115.14	123.125.115.85	80	unknown	0	0
2015-04-23 23:54:31.147	10.56.115.14	123.125.115.85	80	unknown	0	0
2015-04-23 23:54:31.444	10.56.115.14	74.114.88.128	80	http	694	270
2015-04-23 23:54:31.895	10.56.115.14	180.149.155.106	80	http	469	1214
2015-04-23 23:54:32.858	10.56.115.14	216.58.221.110	80	http	1898	2521
2015-04-23 23:54:33.226	10.56.115.14	180.97.33.30	80	unknown	0	0
2015-04-23 23:54:33.235	10.56.115.14	115.236.18.52	80	unknown	0	0
2015-04-23 23:54:33.523	10.49.137.82	10.32.172.9	80	http_proxy	89	171
2015-04-23 23:54:33.695	10.49.212.201	10.49.22.82	21	ftp_control	26	398
2015-04-23 23:54:33.712	10.49.212.201	10.49.22.82	21	ftp_control	26	398
2015-04-23 23:54:34.081	10.49.212.201	10.49.22.82	21	ftp_control	26	385
2015-04-23 23:54:34.388	10.49.21.10	10.49.223.158	80	http	683	192
2015-04-23 23:54:34.388	10.49.21.10	10.49.223.158	80	http	670	408
2015-04-23 23:54:36.179	10.56.148.233	10.49.81.213	80	http	385	102
2015-04-23 23:54:37.079	10.60.26.61	54.89.124.148	9339	unknown	1927	28314
2015-04-23 23:54:37.998	10.56.131.196	10.49.253.30	80	http	223	168
2015-04-23 23:54:39.851	10.49.212.201	10.49.22.82	21	ftp_control	20	398
2015-04-23 23:54:39.987	10.49.212.201	10.49.22.82	21	ftp_control	24	352
2015-04-23 23:54:39.987	10.49.212.201	10.49.22.82	21	ftp_control	24	398
2015-04-23 23:54:40.327	10.49.216.83	10.49.216.57	8223	unknown	1	1
2015-04-23 23:54:41.281	10.56.92.15	10.49.81.213	80	http	303	102
2015-04-23 23:54:41.326	10.56.92.182	10.24.249.99	3306	mysql	170	206
2015-04-23 23:54:41.399	10.56.92.15	10.49.81.213	80	http	115	102
2015-04-23 23:54:41.759	10.49.212.201	10.49.22.82	21	ftp_control	26	398
2015-04-23 23:54:41.939	10.56.162.217	10.24.64.227	8360	unknown	87	161
2015-04-23 23:54:42.857	10.49.212.2	10.49.253.30	80	http	287	377
2015-04-23 23:54:43.180	10.56.115.14	180.149.131.98	80	unknown	0	0
2015-04-23 23:54:43.504	10.56.99.118	10.49.253.30	80	http	209	168
2015-04-23 23:54:43.856	10.56.92.182	10.24.249.99	3306	mysql	170	206
2015-04-23 23:54:43.946	10.49.216.83	10.49.216.57	9123	unknown	1	1
2015-04-23 23:54:44.945	10.49.137.131	10.24.64.34	6682	redis	153	22
2015-04-23 23:54:44.963	10.49.137.131	10.24.64.34	6682	redis	153	22
2015-04-23 23:54:44.981	10.49.137.131	10.24.64.34	6682	redis	151	22
2015-04-23 23:54:45.007	10.49.137.131	10.24.64.34	6682	redis	173	22
2015-04-23 23:54:45.016	10.49.137.131	10.24.64.34	6682	redis	145	22
2015-04-23 23:54:45.016	10.49.137.131	10.24.64.34	6682	redis	151	22
2015-04-23 23:54:45.025	10.49.137.131	10.24.64.34	6682	redis	153	22
2015-04-23 23:54:45.025	10.49.137.131	10.24.64.34	6682	redis	173	22
2015-04-23 23:54:45.052	10.49.137.131	10.24.64.34	6682	redis	153	22
2015-04-23 23:54:45.070	10.49.137.131	10.24.64.34	6682	redis	173	22
2015-04-23 23:54:45.287	10.49.216.83	10.49.216.57	8223	unknown	1	1
2015-04-23 23:54:46.006	10.49.212.201	10.49.22.82	21	ftp_control	24	385
2015-04-23 23:54:46.664	10.49.21.10	10.49.223.158	80	http	624	1582
2015-04-23 23:54:46.664	10.49.21.10	10.49.223.158	80	http	691	192
2015-04-23 23:54:47.753	10.49.212.201	10.49.22.82	21	ftp_control	24	352
2015-04-23 23:54:48.266	10.49.148.125	10.49.148.126	3306	mysql	385	423
2015-04-23 23:54:48.464	10.56.115.14	220.181.164.52	80	unknown	0	0
2015-04-23 23:54:48.464	10.56.115.14	220.181.164.52	80	unknown	0	0
2015-04-23 23:54:48.464	10.56.115.14	106.38.179.49	80	unknown	0	0
2015-04-23 23:54:48.464	10.56.115.14	220.181.164.52	80	unknown	0	0
2015-04-23 23:54:48.473	10.56.115.14	117.79.92.146	80	unknown	0	0
2015-04-23 23:54:48.473	10.56.115.14	106.38.179.49	80	unknown	0	0
2015-04-23 23:54:48.473	10.56.115.14	117.79.92.146	80	unknown	0	0
2015-04-23 23:54:48.482	10.56.115.14	106.38.179.49	80	unknown	0	0
2015-04-23 23:54:48.482	10.56.115.14	106.38.179.49	80	unknown	0	0
2015-04-23 23:54:48.482	10.56.115.14	106.38.179.49	80	unknown	0	0
2015-04-23 23:54:48.518	10.56.115.14	115.239.211.92	80	unknown	0	0
2015-04-23 23:54:48.545	10.56.115.14	42.121.254.229	80	unknown	0	0
2015-04-23 23:54:49.698	10.56.115.14	10.49.253.75	80	unknown	0	0
2015-04-23 23:54:49.698	10.56.115.14	10.49.253.75	80	unknown	0	0
2015-04-23 23:54:50.777	10.49.212.201	10.49.22.82	21	ftp_control	20	385
2015-04-23 23:54:51.307	10.49.148.125	10.49.148.126	3306	mysql	385	423
2015-04-23 23:54:51.857	10.49.212.2	10.49.253.30	80	http	417	386
2015-04-23 23:54:51.938	10.56.162.217	10.24.64.227	8360	unknown	87	161
2015-04-23 23:54:52.450	10.56.92.182	10.24.249.99	3306	mysql	170	206
2015-04-23 23:54:52.955	10.56.92.182	10.24.249.99	3306	mysql	170	206
2015-04-23 23:54:53.134	10.49.216.83	10.49.216.57	9123	unknown	1	1
2015-04-23 23:54:53.783	10.49.212.201	10.49.22.82	21	ftp_control	20	398
2015-04-23 23:54:54.205	10.56.148.233	10.49.21.120	3306	mysql	1015	84904
2015-04-23 23:54:54.476	10.56.232.160	218.30.108.224	80	http	1783	612
2015-04-23 23:54:55.196	10.56.232.160	106.38.184.203	80	http	890	1370
2015-04-23 23:54:56.997	10.56.92.182	10.24.249.99	3306	mysql	170	206
2015-04-23 23:54:57.392	10.56.162.217	10.24.64.227	8360	unknown	89	161
2015-04-23 23:54:57.392	10.49.148.125	10.49.148.126	3306	mysql	385	423
2015-04-23 23:54:57.644	10.49.212.201	10.49.22.82	21	ftp_control	22	398
2015-04-23 23:54:59.732	10.49.216.83	10.49.216.57	8223	unknown	1	1
2015-04-23 23:54:59.778	10.49.212.201	10.49.22.82	21	ftp_control	24	398
2015-04-23 23:54:59.787	10.49.212.201	10.49.22.82	21	ftp_control	26	385
2015-04-23 23:54:59.930	10.56.4.81	180.149.132.99	80	http	644	281
2015-04-23 23:55:00.885	10.49.212.201	10.49.22.82	21	ftp_control	20	398
2015-04-23 23:55:01.938	10.56.162.217	10.24.64.227	8360	unknown	87	161
2015-04-23 23:55:02.052	10.56.92.182	10.24.249.99	3306	mysql	170	206
2015-04-23 23:55:02.368	10.49.216.83	10.49.216.57	9123	unknown	1	1
2015-04-23 23:55:02.557	10.56.92.182	10.24.249.99	3306	mysql	170	206
2015-04-23 23:55:03.475	10.49.148.125	10.49.148.126	3306	mysql	385	423
2015-04-23 23:55:05.086	10.56.92.182	10.24.249.99	3306	mysql	170	206
2015-04-23 23:55:08.119	10.56.92.182	10.24.249.99	3306	mysql	170	206
2015-04-23 23:55:08.498	10.49.216.83	10.49.216.57	9123	unknown	1	1
2015-04-23 23:55:08.786	10.49.212.201	10.49.22.82	21	ftp_control	24	398
2015-04-23 23:55:10.035	10.49.212.201	10.49.22.82	21	ftp_control	24	398
2015-04-23 23:55:10.044	10.49.212.201	10.49.22.82	21	ftp_control	24	398
2015-04-23 23:55:10.855	10.49.212.2	10.49.253.30	80	http	524	397
2015-04-23 23:55:11.061	10.56.162.217	10.24.64.227	8360	unknown	80	161
2015-04-23 23:55:12.600	10.49.148.125	10.49.148.126	3306	mysql	385	423
2015-04-23 23:55:13.492	10.56.4.8	10.49.253.30	80	http	201	168
2015-04-23 23:55:14.185	10.56.92.182	10.24.249.99	3306	mysql	170	206
2015-04-23 23:55:14.644	10.49.216.83	10.49.216.57	9123	unknown	1	1
2015-04-23 23:55:14.815	10.49.212.201	10.49.22.82	21	ftp_control	20	398
2015-04-23 23:55:15.760	10.49.212.201	10.49.22.82	21	ftp_control	26	398
2015-04-23 23:55:17.669	10.49.148.125	10.49.148.126	3306	mysql	385	423
2015-04-23 23:55:17.939	10.56.146.208	10.49.253.30	80	http	208	168
2015-04-23 23:55:19.856	10.49.212.2	10.49.223.189	80	http	20376	93743
2015-04-23 23:55:20.854	10.49.212.2	10.49.253.30	80	http	421	390
2015-04-23 23:55:21.033	10.56.131.158	10.49.81.213	80	http	288	102
2015-04-23 23:55:22.924	10.56.131.158	10.49.81.213	80	http	331	102
2015-04-23 23:55:23.392	10.49.180.25	218.30.108.232	80	unknown	0	0
2015-04-23 23:55:23.789	10.56.92.182	10.24.249.99	3306	mysql	170	206
2015-04-23 23:55:23.987	10.56.131.158	10.49.81.213	80	http	385	102
2015-04-23 23:55:24.607	10.60.26.61	10.49.81.153	445	smb	943	650
2015-04-23 23:55:24.814	10.56.131.158	10.49.81.213	80	http	363	102
2015-04-23 23:55:25.066	10.49.212.201	10.49.22.82	21	ftp_control	24	398
2015-04-23 23:55:25.642	10.56.131.158	10.49.81.213	80	http	327	102
2015-04-23 23:55:26.821	10.49.212.201	10.49.22.82	21	ftp_control	24	385
2015-04-23 23:55:26.821	10.56.92.182	10.24.249.99	3306	mysql	170	206
2015-04-23 23:55:26.830	10.49.212.201	10.49.22.82	21	ftp_control	26	398
2015-04-23 23:55:27.172	10.49.216.57	10.49.216.229	9123	unknown	1	1
2015-04-23 23:55:27.532	10.56.131.158	10.49.81.213	80	http	337	102
2015-04-23 23:55:27.695	10.49.212.201	10.49.22.82	21	ftp_control	22	385
2015-04-23 23:55:27.929	10.49.212.201	10.49.22.82	21	ftp_control	20	398
2015-04-23 23:55:28.072	10.49.212.201	10.49.22.82	21	ftp_control	24	398
2015-04-23 23:55:28.171	10.49.212.201	10.49.22.82	21	ftp_control	26	398
2015-04-23 23:55:28.964	10.49.216.83	10.49.216.57	9123	unknown	1	1
2015-04-23 23:55:29.350	10.56.92.182	10.24.249.99	3306	mysql	170	206
2015-04-23 23:55:30.934	10.49.212.201	10.49.22.82	21	ftp_control	20	385
2015-04-23 23:55:31.023	10.49.216.83	10.49.216.57	9123	unknown	1	1
2015-04-23 23:55:32.383	10.56.92.182	10.24.249.99	3306	mysql	170	206
2015-04-23 23:55:34.912	10.56.92.182	10.24.249.99	3306	mysql	170	206
2015-04-23 23:55:36.208	10.56.148.233	10.49.21.120	3306	mysql	1015	84904
2015-04-23 23:55:37.126	10.60.26.61	54.243.200.59	443	ssl	2141	4293
2015-04-23 23:55:37.450	10.56.162.217	10.24.64.227	8360	unknown	89	161
2015-04-23 23:55:38.198	10.49.216.83	10.49.216.57	9123	unknown	1	1
2015-04-23 23:55:39.818	10.49.212.201	10.49.22.82	21	ftp_control	26	398
2015-04-23 23:55:39.854	10.49.212.2	10.49.253.30	80	http	489	384
2015-04-23 23:55:40.087	10.49.212.201	10.49.22.82	21	ftp_control	24	398
2015-04-23 23:55:40.906	10.49.212.2	10.49.36.156	80	http	1161	1738
2015-04-23 23:55:40.960	10.49.212.2	10.49.36.156	80	http	1158	1738
2015-04-23 23:55:40.979	10.49.212.2	10.49.36.156	80	http	1003	1738
2015-04-23 23:55:40.988	10.49.212.2	10.49.36.156	80	http	979	1738
2015-04-23 23:55:40.997	10.49.212.2	10.49.36.156	80	http	978	1738
2015-04-23 23:55:41.013	10.49.212.2	10.49.36.156	80	http	1016	1738
2015-04-23 23:55:41.022	10.49.212.2	10.49.36.156	80	http	1044	1738
2015-04-23 23:55:41.031	10.49.212.2	10.49.36.156	80	http	1038	1738
2015-04-23 23:55:42.003	10.49.148.125	10.49.148.126	3306	mysql	385	423
2015-04-23 23:55:42.382	10.49.212.2	10.49.36.156	80	http	926	1738
2015-04-23 23:55:42.409	10.49.212.2	10.49.36.156	80	http	950	1738
2015-04-23 23:55:42.427	10.49.212.2	10.49.36.156	80	http	1162	1738
2015-04-23 23:55:42.481	10.49.212.2	10.49.36.156	80	http	485	1738
2015-04-23 23:55:42.526	10.49.212.2	10.49.36.156	80	http	969	1738
2015-04-23 23:55:42.571	10.49.212.2	10.49.36.156	80	http	922	1738
2015-04-23 23:55:42.805	10.49.212.201	10.49.22.82	21	ftp_control	26	398
2015-04-23 23:55:42.823	10.49.212.201	10.49.22.82	21	ftp_control	26	385
2015-04-23 23:55:43.093	10.49.212.201	10.49.22.82	21	ftp_control	24	398
2015-04-23 23:55:43.093	10.49.212.201	10.49.22.82	21	ftp_control	24	398
2015-04-23 23:55:43.093	10.49.212.201	10.49.22.82	21	ftp_control	24	385
2015-04-23 23:55:43.282	10.49.21.10	10.49.223.158	80	http	624	1582
2015-04-23 23:55:44.344	10.49.216.83	10.49.216.57	9123	unknown	1	1
2015-04-23 23:55:44.443	10.49.212.2	10.49.36.156	80	http	916	1738
2015-04-23 23:55:44.470	10.49.212.2	10.49.36.156	80	http	1964	1763
2015-04-23 23:55:44.560	10.49.212.2	10.49.36.156	80	http	1509	1763
2015-04-23 23:55:44.632	10.49.212.2	10.49.36.156	80	http	931	1738
2015-04-23 23:55:44.704	10.56.199.123	210.14.129.125	80	http	3022	602
2015-04-23 23:55:45.389	10.49.137.131	10.24.64.34	6682	redis	1971	262
2015-04-23 23:55:45.415	10.49.137.131	10.24.64.34	6682	redis	2013	262
2015-04-23 23:55:45.424	10.49.137.131	10.24.64.34	6682	redis	2013	41
2015-04-23 23:55:45.424	10.49.137.131	10.24.64.34	6682	redis	2433	46
2015-04-23 23:55:45.433	10.49.137.131	10.24.64.34	6682	redis	2013	262
2015-04-23 23:55:45.442	10.49.137.131	10.24.64.34	6682	redis	1971	262
2015-04-23 23:55:45.451	10.49.137.131	10.24.64.34	6682	redis	5454	245
2015-04-23 23:55:46.540	10.56.92.182	10.24.249.99	3306	mysql	170	206
2015-04-23 23:55:48.728	10.49.212.201	10.49.22.82	21	ftp_control	22	398
2015-04-23 23:55:48.854	10.49.212.2	10.49.253.30	80	http	449	396
2015-04-23 23:55:49.105	10.49.212.201	10.49.22.82	21	ftp_control	24	398
2015-04-23 23:55:51.265	10.56.148.233	10.49.21.120	3306	mysql	1015	84904
2015-04-23 23:55:51.968	10.49.212.201	10.49.22.82	21	ftp_control	20	385
2015-04-23 23:55:52.110	10.49.212.201	10.49.22.82	21	ftp_control	24	385
2015-04-23 23:55:53.579	10.49.216.83	10.49.216.57	9123	unknown	1	1
2015-04-23 23:55:54.154	10.56.148.233	10.39.18.35	8360	http	613	398
2015-04-23 23:55:54.190	10.56.148.233	10.49.21.120	3306	mysql	1015	84904
2015-04-23 23:55:54.596	10.60.26.61	10.49.81.153	445	smb	1102	902
2015-04-23 23:55:54.703	10.60.26.61	10.49.81.153	445	smb	923	724
2015-04-23 23:55:55.135	10.56.92.182	10.24.249.99	3306	mysql	170	206
2015-04-23 23:55:55.153	10.56.148.233	10.39.18.35	8360	http	615	398
2015-04-23 23:55:55.216	10.49.212.201	10.49.22.82	21	ftp_control	26	385
2015-04-23 23:55:56.198	10.49.148.125	10.49.148.126	3306	mysql	385	423
2015-04-23 23:55:56.206	10.56.92.15	101.226.76.164	443	ssl	1645	318
2015-04-23 23:55:56.864	10.49.212.201	10.49.22.82	21	ftp_control	24	398
2015-04-23 23:55:56.882	10.49.212.201	10.49.22.82	21	ftp_control	20	398
2015-04-23 23:55:57.052	10.49.223.116	10.42.237.208	22	ssh	2324	2508
2015-04-23 23:55:57.278	10.49.21.10	10.49.223.158	80	http	649	192
2015-04-23 23:55:58.123	10.49.212.201	10.49.22.82	21	ftp_control	24	385
2015-04-23 23:55:58.123	10.49.212.201	10.49.22.82	21	ftp_control	24	398
2015-04-23 23:55:58.664	10.49.216.83	10.49.216.57	9123	unknown	1	1
2015-04-23 23:55:58.673	10.56.92.182	10.24.249.99	3306	mysql	170	206
2015-04-23 23:55:59.924	10.56.4.81	180.149.132.99	80	http	644	281
2015-04-23 23:56:00.851	10.49.212.201	10.49.22.82	21	ftp_control	26	398
2015-04-23 23:56:01.102	10.64.175.209	10.49.253.30	80	http	263	168
2015-04-23 23:56:01.201	10.56.92.182	10.24.249.99	3306	mysql	170	206
2015-04-23 23:56:02.282	10.49.148.125	10.49.148.126	3306	mysql	385	423
2015-04-23 23:56:03.777	10.60.26.61	10.49.216.254	445	smb	1110	914
2015-04-23 23:56:03.795	10.49.216.83	10.49.216.57	9123	unknown	1	1
2015-04-23 23:56:04.127	10.49.212.201	10.49.22.82	21	ftp_control	24	398
2015-04-23 23:56:08.376	10.56.183.131	115.239.211.92	80	http	5148	1156
2015-04-23 23:56:08.411	10.56.85.4	10.49.253.30	80	http	209	168
2015-04-23 23:56:08.781	10.56.92.182	10.24.249.99	3306	mysql	170	206
2015-04-23 23:56:09.762	10.49.212.201	10.49.22.82	21	ftp_control	22	398
2015-04-23 23:56:09.843	10.49.212.201	10.49.22.82	21	ftp_control	26	398
2015-04-23 23:56:09.997	10.49.212.201	10.49.22.82	21	ftp_control	20	398
2015-04-23 23:56:10.139	10.49.212.201	10.49.22.82	21	ftp_control	24	398
2015-04-23 23:56:11.985	10.49.216.83	10.49.216.57	9123	unknown	1	1
2015-04-23 23:56:12.768	10.49.212.201	10.49.22.82	21	ftp_control	22	385
2015-04-23 23:56:14.342	10.56.92.182	10.24.249.99	3306	mysql	170	206
2015-04-23 23:56:16.151	10.49.212.201	10.49.22.82	21	ftp_control	24	398
2015-04-23 23:56:16.476	10.49.148.125	10.49.148.126	3306	mysql	385	423
2015-04-23 23:56:17.493	10.56.162.217	10.24.64.227	8360	unknown	89	161
2015-04-23 23:56:18.131	10.49.216.83	10.49.216.57	9123	unknown	1	1
2015-04-23 23:56:18.159	10.56.26.31	10.49.253.30	80	http	222	168
2015-04-23 23:56:19.518	10.49.148.125	10.49.148.126	3306	mysql	385	423
2015-04-23 23:56:20.174	10.49.216.83	10.49.216.57	9123	unknown	1	1
2015-04-23 23:56:20.408	10.56.92.182	10.24.249.99	3306	mysql	170	206
2015-04-23 23:56:21.272	10.60.26.61	54.230.126.242	80	http	478	12741
2015-04-23 23:56:21.885	10.49.212.201	10.49.22.82	21	ftp_control	26	398
2015-04-23 23:56:23.838	10.60.26.61	54.230.126.242	80	http	250	718
2015-04-23 23:56:23.928	10.49.212.201	10.49.22.82	21	ftp_control	20	398
2015-04-23 23:56:23.928	10.49.212.201	10.49.22.82	21	ftp_control	26	398
2015-04-23 23:56:24.152	10.56.148.233	10.39.18.35	8360	http	613	398
2015-04-23 23:56:25.601	10.49.148.125	10.49.148.126	3306	mysql	385	423
2015-04-23 23:56:25.683	10.56.95.130	10.49.253.30	80	http	260	168
2015-04-23 23:56:26.916	10.49.212.201	10.49.22.82	21	ftp_control	24	398
2015-04-23 23:56:26.916	10.49.212.201	10.49.22.82	21	ftp_control	24	398
2015-04-23 23:56:28.266	10.49.212.201	10.49.22.82	21	ftp_control	26	398
2015-04-23 23:56:29.346	10.49.216.83	10.49.216.57	9123	unknown	1	1
2015-04-23 23:56:30.795	10.49.212.201	10.49.22.82	21	ftp_control	22	398
2015-04-23 23:56:31.929	10.56.162.217	10.24.64.227	8360	unknown	87	161
2015-04-23 23:56:32.117	10.54.181.197	10.54.251.109	1982	unknown	1701	240
2015-04-23 23:56:32.388	10.49.216.83	10.49.216.57	9123	unknown	1	1
2015-04-23 23:56:33.558	10.56.92.182	10.24.249.99	3306	mysql	170	206
2015-04-23 23:56:33.747	10.49.216.57	10.49.216.229	9123	unknown	1	1
2015-04-23 23:56:36.906	10.49.212.201	10.49.22.82	21	ftp_control	26	398
2015-04-23 23:56:37.095	10.56.92.182	10.24.249.99	3306	mysql	170	206
2015-04-23 23:56:39.624	10.56.92.182	10.24.249.99	3306	mysql	170	206
2015-04-23 23:56:39.796	10.49.148.125	10.49.148.126	3306	mysql	385	423
2015-04-23 23:56:40.046	10.49.212.201	10.49.22.82	21	ftp_control	20	398
2015-04-23 23:56:40.488	10.56.199.123	180.149.131.35	80	http	1396	622
2015-04-23 23:56:40.848	10.49.212.2	10.49.253.30	80	http	307	383
2015-04-23 23:56:41.928	10.56.162.217	10.24.64.227	8360	unknown	87	161
2015-04-23 23:56:41.955	10.49.212.201	10.49.22.82	21	ftp_control	26	398
2015-04-23 23:56:42.152	10.56.92.182	10.24.249.99	3306	mysql	170	206
2015-04-23 23:56:42.206	10.56.199.123	106.38.179.49	80	http	1070	311
2015-04-23 23:56:42.305	10.56.199.123	106.38.179.45	80	http	537	26983
2015-04-23 23:56:43.188	10.49.212.201	10.49.22.82	21	ftp_control	24	398
2015-04-23 23:56:43.791	10.56.199.123	220.181.154.172	80	http	1006	353
2015-04-23 23:56:44.213	10.56.199.123	203.208.48.155	80	http	2226	1274
2015-04-23 23:56:44.989	10.56.199.123	123.125.115.85	80	http	826	347
2015-04-23 23:56:45.005	10.49.137.131	10.24.64.34	6682	redis	1637	238
2015-04-23 23:56:45.023	10.49.137.131	10.24.64.34	6682	redis	1789	238
2015-04-23 23:56:45.032	10.49.137.131	10.24.64.34	6682	unknown	2207	0
2015-04-23 23:56:45.041	10.49.137.131	10.24.64.34	6682	redis	1637	53
2015-04-23 23:56:45.069	10.49.137.131	10.24.64.34	6682	redis	2207	22
2015-04-23 23:56:45.087	10.49.137.131	10.24.64.34	6682	redis	2207	214
2015-04-23 23:56:46.194	10.56.92.182	10.24.249.99	3306	mysql	170	206
2015-04-23 23:56:47.706	10.49.216.83	10.49.216.57	9123	unknown	1	1
2015-04-23 23:56:48.921	10.49.148.125	10.49.148.126	3306	mysql	385	423
2015-04-23 23:56:50.847	10.49.212.2	10.49.253.30	80	http	259	400
2015-04-23 23:56:51.927	10.56.162.217	10.24.64.227	8360	unknown	87	161
2015-04-23 23:56:51.963	10.49.148.125	10.49.148.126	3306	mysql	385	423
2015-04-23 23:56:52.304	10.49.212.201	10.49.22.82	21	ftp_control	26	398
2015-04-23 23:56:52.854	10.49.216.83	10.49.216.57	9123	unknown	1	1
2015-04-23 23:56:53.745	10.56.63.74	10.49.253.30	80	http	223	168
2015-04-23 23:56:54.474	10.56.232.160	218.30.108.224	80	http	1783	612
2015-04-23 23:56:54.690	10.60.26.61	10.49.81.153	445	smb	923	724
2015-04-23 23:56:55.310	10.49.212.201	10.49.22.82	21	ftp_control	26	398
2015-04-23 23:56:57.985	10.49.216.83	10.49.216.57	9123	unknown	1	1
2015-04-23 23:56:58.047	10.49.148.125	10.49.148.126	3306	mysql	385	423
2015-04-23 23:56:58.209	10.49.212.201	10.49.22.82	21	ftp_control	24	398
2015-04-23 23:56:58.218	10.49.212.201	10.49.22.82	21	ftp_control	24	398
2015-04-23 23:56:59.406	10.49.216.57	10.49.216.229	9123	unknown	1	1
2015-04-23 23:57:00.296	10.49.216.57	10.49.216.229	8223	unknown	1	1
2015-04-23 23:57:01.088	10.49.148.125	10.49.148.126	3306	mysql	385	423
2015-04-23 23:57:02.375	10.56.92.182	10.24.249.99	3306	mysql	170	206
2015-04-23 23:57:03.851	10.49.212.201	10.49.22.82	21	ftp_control	22	398
2015-04-23 23:57:07.172	10.49.148.125	10.49.148.126	3306	mysql	385	423
2015-04-23 23:57:07.866	10.56.115.79	183.60.15.158	80	http	688	264
2015-04-23 23:57:08.234	10.49.216.83	10.49.216.57	9123	unknown	1	1
2015-04-23 23:57:08.847	10.49.212.2	10.49.253.30	80	http	506	384
2015-04-23 23:57:08.946	10.56.92.182	10.24.249.99	3306	mysql	170	206
2015-04-23 23:57:09.251	10.56.183.131	101.199.103.177	80	http	355	1264
2015-04-23 23:57:09.846	10.49.212.2	10.49.253.30	80	http	441	389
2015-04-23 23:57:10.213	10.49.148.125	10.49.148.126	3306	mysql	385	423
2015-04-23 23:57:10.970	10.56.92.182	10.24.249.99	3306	mysql	170	206
2015-04-23 23:57:12.563	10.56.115.79	10.49.253.48	9000	http	157	175
2015-04-23 23:57:14.002	10.56.92.182	10.24.249.99	3306	mysql	170	206
2015-04-23 23:57:14.507	10.56.92.182	10.24.249.99	3306	mysql	170	206
2015-04-23 23:57:15.010	10.49.212.201	10.49.22.82	21	ftp_control	26	398
2015-04-23 23:57:16.109	10.49.212.201	10.49.22.82	21	ftp_control	20	398
2015-04-23 23:57:16.343	10.49.212.201	10.49.22.82	21	ftp_control	26	398
2015-04-23 23:57:18.170	10.56.148.233	10.39.18.35	8360	http	613	398
2015-04-23 23:57:18.972	10.49.212.201	10.49.22.82	21	ftp_control	26	398
2015-04-23 23:57:21.013	10.49.212.201	10.49.22.82	21	ftp_control	24	398
2015-04-23 23:57:22.247	10.49.212.201	10.49.22.82	21	ftp_control	24	385
2015-04-23 23:57:23.101	10.56.92.182	10.24.249.99	3306	mysql	170	206
2015-04-23 23:57:24.399	10.56.232.206	10.49.253.30	80	http	260	168
2015-04-23 23:57:24.470	10.56.232.160	218.30.108.224	80	http	1783	612
2015-04-23 23:57:24.560	10.54.251.109	10.54.181.197	8085	unknown	222	102
2015-04-23 23:57:24.597	10.60.26.61	10.49.81.153	445	smb	943	650
2015-04-23 23:57:24.885	10.49.212.201	10.49.22.82	21	ftp_control	22	398
2015-04-23 23:57:24.920	10.56.4.81	180.149.132.99	80	http	644	281
2015-04-23 23:57:26.135	10.56.92.182	10.24.249.99	3306	mysql	170	206
2015-04-23 23:57:27.198	10.56.148.233	10.49.21.120	3306	mysql	1015	84904
2015-04-23 23:57:28.269	10.49.212.201	10.49.22.82	21	ftp_control	24	352
2015-04-23 23:57:28.700	10.49.216.83	10.49.216.57	9123	unknown	1	1
2015-04-23 23:57:28.845	10.49.212.2	10.49.253.30	80	http	264	382
2015-04-23 23:57:29.673	10.56.92.182	10.24.249.99	3306	mysql	170	206
2015-04-23 23:57:29.899	10.49.212.2	10.49.36.156	80	http	275	1732
2015-04-23 23:57:29.925	10.49.212.2	10.49.36.156	80	http	560	1732
2015-04-23 23:57:30.004	10.49.212.2	10.49.36.156	80	http	388	1732
2015-04-23 23:57:30.068	10.49.212.2	10.49.36.156	80	http	275	1732
2015-04-23 23:57:30.743	10.49.216.83	10.49.216.57	9123	unknown	1	1
2015-04-23 23:57:31.391	10.49.212.2	10.49.36.156	80	http	337	1732
2015-04-23 23:57:31.409	10.49.212.2	10.49.36.156	80	http	341	1732
2015-04-23 23:57:31.481	10.49.212.2	10.49.36.156	80	http	432	1732
2015-04-23 23:57:31.490	10.49.212.2	10.49.36.156	80	http	528	1732
2015-04-23 23:57:31.526	10.49.212.2	10.49.36.156	80	http	275	1732
2015-04-23 23:57:31.535	10.49.212.2	10.49.36.156	80	http	275	1732
2015-04-23 23:57:31.553	10.49.212.2	10.49.36.156	80	http	275	1732
2015-04-23 23:57:33.533	10.49.148.125	10.49.148.126	3306	mysql	385	423
2015-04-23 23:57:33.588	10.56.148.233	10.49.21.120	3306	mysql	0	60
2015-04-23 23:57:33.597	10.49.212.2	10.49.36.156	80	http	386	1732
2015-04-23 23:57:33.597	10.49.212.2	10.49.36.156	80	http	275	1732
2015-04-23 23:57:33.894	10.49.212.201	10.49.22.82	21	ftp_control	22	385
2015-04-23 23:57:34.262	10.49.212.201	10.49.22.82	21	ftp_control	24	385
2015-04-23 23:57:35.234	10.56.92.182	10.24.249.99	3306	mysql	170	206
2015-04-23 23:57:38.268	10.56.92.182	10.24.249.99	3306	mysql	170	206
2015-04-23 23:57:39.203	10.56.148.233	10.49.21.120	3306	mysql	1015	84904
2015-04-23 23:57:41.679	10.56.199.123	180.149.131.195	80	http	14202	46140
